TIME,GEO,FORD,SEX,PROF_POS,SECTPERF,VALUE
2011,UK,FORD4,T,TOTAL,HES,3963
2013,UK,FORD4,T,TOTAL,HES,4198
2017,UK,FORD4,T,TOTAL,HES,4457
2012,BA,FORD4,T,TOTAL,HES,186
2013,BA,FORD4,T,TOTAL,HES,218
2019,BA,FORD4,T,TOTAL,HES,185
2020,BA,FORD4,T,TOTAL,HES,180
2011,ME,FORD4,T,TOTAL,HES,112
2013,ME,FORD4,T,TOTAL,HES,108
2014,ME,FORD4,T,TOTAL,HES,72
2015,ME,FORD4,T,TOTAL,HES,69
2017,ME,FORD4,T,TOTAL,HES,55
2018,ME,FORD4,T,TOTAL,HES,55
2019,ME,FORD4,T,TOTAL,HES,57
2005,MK,FORD4,T,TOTAL,HES,256
2006,MK,FORD4,T,TOTAL,HES,243
2007,MK,FORD4,T,TOTAL,HES,230
2008,MK,FORD4,T,TOTAL,HES,120
2009,MK,FORD4,T,TOTAL,HES,114
2015,MK,FORD4,T,TOTAL,HES,342
2016,MK,FORD4,T,TOTAL,HES,357
2017,MK,FORD4,T,TOTAL,HES,295
2018,MK,FORD4,T,TOTAL,HES,382
2019,MK,FORD4,T,TOTAL,HES,298
2020,MK,FORD4,T,TOTAL,HES,315
2022,MK,FORD4,T,TOTAL,HES,267
2008,RS,FORD4,T,TOTAL,HES,1068
2009,RS,FORD4,T,TOTAL,HES,1072
2010,RS,FORD4,T,TOTAL,HES,2669
2011,RS,FORD4,T,TOTAL,HES,2530
2012,RS,FORD4,T,TOTAL,HES,1919
2013,RS,FORD4,T,TOTAL,HES,2631
2014,RS,FORD4,T,TOTAL,HES,2104
2015,RS,FORD4,T,TOTAL,HES,2499
2016,RS,FORD4,T,TOTAL,HES,1151
2017,RS,FORD4,T,TOTAL,HES,1115
2018,RS,FORD4,T,TOTAL,HES,1118
2019,RS,FORD4,T,TOTAL,HES,1116
2020,RS,FORD4,T,TOTAL,HES,1128
2021,RS,FORD4,T,TOTAL,HES,1068
2022,RS,FORD4,T,TOTAL,HES,1076
2001,TR,FORD4,T,TOTAL,HES,3864
2002,TR,FORD4,T,TOTAL,HES,4870
2003,TR,FORD4,T,TOTAL,HES,3749
2004,TR,FORD4,T,TOTAL,HES,3795
2005,TR,FORD4,T,TOTAL,HES,3888
2006,TR,FORD4,T,TOTAL,HES,3906
2007,TR,FORD4,T,TOTAL,HES,4092
2008,TR,FORD4,T,TOTAL,HES,4081
2009,TR,FORD4,T,TOTAL,HES,4199
2010,TR,FORD4,T,TOTAL,HES,4292
2011,TR,FORD4,T,TOTAL,HES,3950
2012,TR,FORD4,T,TOTAL,HES,4376
2013,TR,FORD4,T,TOTAL,HES,4435
2014,TR,FORD4,T,TOTAL,HES,4647
2015,TR,FORD4,T,TOTAL,HES,4314
2017,TR,FORD4,T,TOTAL,HES,4978
2018,TR,FORD4,T,TOTAL,HES,5063
2019,TR,FORD4,T,TOTAL,HES,5234
2020,TR,FORD4,T,TOTAL,HES,5393
2021,TR,FORD4,T,TOTAL,HES,5583
2022,TR,FORD4,T,TOTAL,HES,5783
2010,BE,FORD5,T,TOTAL,HES,7488
2011,BE,FORD5,T,TOTAL,HES,7733
2012,BE,FORD5,T,TOTAL,HES,7294
2013,BE,FORD5,T,TOTAL,HES,7543
2014,BE,FORD5,T,TOTAL,HES,8775
2015,BE,FORD5,T,TOTAL,HES,8935
2016,BE,FORD5,T,TOTAL,HES,8502
2017,BE,FORD5,T,TOTAL,HES,8521
2018,BE,FORD5,T,TOTAL,HES,9364
2019,BE,FORD5,T,TOTAL,HES,9284
2020,BE,FORD5,T,TOTAL,HES,9331
2021,BE,FORD5,T,TOTAL,HES,10263
2000,BG,FORD5,T,TOTAL,HES,501
2001,BG,FORD5,T,TOTAL,HES,756
2002,BG,FORD5,T,TOTAL,HES,854
2003,BG,FORD5,T,TOTAL,HES,875
2004,BG,FORD5,T,TOTAL,HES,1138
2005,BG,FORD5,T,TOTAL,HES,1258
2006,BG,FORD5,T,TOTAL,HES,1272
2007,BG,FORD5,T,TOTAL,HES,1679
2008,BG,FORD5,T,TOTAL,HES,1679
2009,BG,FORD5,T,TOTAL,HES,2633
2010,BG,FORD5,T,TOTAL,HES,2522
2011,BG,FORD5,T,TOTAL,HES,2421
2012,BG,FORD5,T,TOTAL,HES,2110
2013,BG,FORD5,T,TOTAL,HES,1986
2014,BG,FORD5,T,TOTAL,HES,2434
2015,BG,FORD5,T,TOTAL,HES,2395
2016,BG,FORD5,T,TOTAL,HES,2423
2017,BG,FORD5,T,TOTAL,HES,2308
2018,BG,FORD5,T,TOTAL,HES,2353
2019,BG,FORD5,T,TOTAL,HES,2081
2020,BG,FORD5,T,TOTAL,HES,2070
2021,BG,FORD5,T,TOTAL,HES,2091
2022,BG,FORD5,T,TOTAL,HES,1956
2000,CZ,FORD5,T,TOTAL,HES,1117
2001,CZ,FORD5,T,TOTAL,HES,395
2002,CZ,FORD5,T,TOTAL,HES,3424
2003,CZ,FORD5,T,TOTAL,HES,3944
2004,CZ,FORD5,T,TOTAL,HES,4541
2005,CZ,FORD5,T,TOTAL,HES,4815
2006,CZ,FORD5,T,TOTAL,HES,4829
2007,CZ,FORD5,T,TOTAL,HES,4574
2008,CZ,FORD5,T,TOTAL,HES,4367
2009,CZ,FORD5,T,TOTAL,HES,3393
2010,CZ,FORD5,T,TOTAL,HES,3487
2011,CZ,FORD5,T,TOTAL,HES,4959
2012,CZ,FORD5,T,TOTAL,HES,4597
2013,CZ,FORD5,T,TOTAL,HES,5447
2014,CZ,FORD5,T,TOTAL,HES,5365
2015,CZ,FORD5,T,TOTAL,HES,5550
2016,CZ,FORD5,T,TOTAL,HES,5194
2017,CZ,FORD5,T,TOTAL,HES,5509
2018,CZ,FORD5,T,TOTAL,HES,5757
2019,CZ,FORD5,T,TOTAL,HES,5790
2020,CZ,FORD5,T,TOTAL,HES,5767
2021,CZ,FORD5,T,TOTAL,HES,5654
2022,CZ,FORD5,T,TOTAL,HES,5656
2000,DK,FORD5,T,TOTAL,HES,2162
2001,DK,FORD5,T,TOTAL,HES,2379
2002,DK,FORD5,T,TOTAL,HES,2429
2003,DK,FORD5,T,TOTAL,HES,2380
2004,DK,FORD5,T,TOTAL,HES,2512
2005,DK,FORD5,T,TOTAL,HES,2882
2007,DK,FORD5,T,TOTAL,HES,4294
2009,DK,FORD5,T,TOTAL,HES,5546
2010,DK,FORD5,T,TOTAL,HES,6065
2011,DK,FORD5,T,TOTAL,HES,7078
2012,DK,FORD5,T,TOTAL,HES,6183
2013,DK,FORD5,T,TOTAL,HES,6661
2014,DK,FORD5,T,TOTAL,HES,6677
2015,DK,FORD5,T,TOTAL,HES,6889
2016,DK,FORD5,T,TOTAL,HES,6329
2017,DK,FORD5,T,TOTAL,HES,5038
2018,DK,FORD5,T,TOTAL,HES,5824
2019,DK,FORD5,T,TOTAL,HES,6339
2003,DE,FORD5,T,TOTAL,HES,29069
2004,DE,FORD5,T,TOTAL,HES,28937
2005,DE,FORD5,T,TOTAL,HES,30321
2006,DE,FORD5,T,TOTAL,HES,31631
2007,DE,FORD5,T,TOTAL,HES,32585
2008,DE,FORD5,T,TOTAL,HES,34848
2009,DE,FORD5,T,TOTAL,HES,38845
2010,DE,FORD5,T,TOTAL,HES,41081
2011,DE,FORD5,T,TOTAL,HES,42213
2012,DE,FORD5,T,TOTAL,HES,44303
2013,DE,FORD5,T,TOTAL,HES,46119
2014,DE,FORD5,T,TOTAL,HES,47132
2015,DE,FORD5,T,TOTAL,HES,61644
2016,DE,FORD5,T,TOTAL,HES,62010
2017,DE,FORD5,T,TOTAL,HES,64033
2018,DE,FORD5,T,TOTAL,HES,66276
2019,DE,FORD5,T,TOTAL,HES,67047
2020,DE,FORD5,T,TOTAL,HES,68598
2021,DE,FORD5,T,TOTAL,HES,69791
2001,EE,FORD5,T,TOTAL,HES,855
2002,EE,FORD5,T,TOTAL,HES,851
2003,EE,FORD5,T,TOTAL,HES,953
2004,EE,FORD5,T,TOTAL,HES,1139
2005,EE,FORD5,T,TOTAL,HES,888
2006,EE,FORD5,T,TOTAL,HES,888
2007,EE,FORD5,T,TOTAL,HES,884
2008,EE,FORD5,T,TOTAL,HES,924
2009,EE,FORD5,T,TOTAL,HES,1005
2010,EE,FORD5,T,TOTAL,HES,989
2011,EE,FORD5,T,TOTAL,HES,1024
2012,EE,FORD5,T,TOTAL,HES,1095
2013,EE,FORD5,T,TOTAL,HES,1105
2014,EE,FORD5,T,TOTAL,HES,1148
2015,EE,FORD5,T,TOTAL,HES,1107
2016,EE,FORD5,T,TOTAL,HES,1039
2017,EE,FORD5,T,TOTAL,HES,1100
2018,EE,FORD5,T,TOTAL,HES,1052
2019,EE,FORD5,T,TOTAL,HES,1072
2020,EE,FORD5,T,TOTAL,HES,1103
2021,EE,FORD5,T,TOTAL,HES,1181
2022,EE,FORD5,T,TOTAL,HES,1266
2000,IE,FORD5,T,TOTAL,HES,2169
2002,IE,FORD5,T,TOTAL,HES,2664
2003,IE,FORD5,T,TOTAL,HES,2780
2004,IE,FORD5,T,TOTAL,HES,2797
2005,IE,FORD5,T,TOTAL,HES,3090
2006,IE,FORD5,T,TOTAL,HES,3139
2007,IE,FORD5,T,TOTAL,HES,3200
2008,IE,FORD5,T,TOTAL,HES,3439
2009,IE,FORD5,T,TOTAL,HES,4863
2010,IE,FORD5,T,TOTAL,HES,4777
2011,IE,FORD5,T,TOTAL,HES,4222
2012,IE,FORD5,T,TOTAL,HES,3666
2013,IE,FORD5,T,TOTAL,HES,3618
2014,IE,FORD5,T,TOTAL,HES,4828
2015,IE,FORD5,T,TOTAL,HES,5108
2017,IE,FORD5,T,TOTAL,HES,6574
2019,IE,FORD5,T,TOTAL,HES,4834
2021,IE,FORD5,T,TOTAL,HES,4938
2011,EL,FORD5,T,TOTAL,HES,6774
2013,EL,FORD5,T,TOTAL,HES,11067
2015,EL,FORD5,T,TOTAL,HES,14052
2017,EL,FORD5,T,TOTAL,HES,11193
2019,EL,FORD5,T,TOTAL,HES,12546
2021,EL,FORD5,T,TOTAL,HES,13199
2022,EL,FORD5,T,TOTAL,HES,14034
2000,ES,FORD5,T,TOTAL,HES,16415
2001,ES,FORD5,T,TOTAL,HES,17571
2002,ES,FORD5,T,TOTAL,HES,18559
2003,ES,FORD5,T,TOTAL,HES,28740
2004,ES,FORD5,T,TOTAL,HES,29844
2005,ES,FORD5,T,TOTAL,HES,31173
2006,ES,FORD5,T,TOTAL,HES,33896
2007,ES,FORD5,T,TOTAL,HES,36631
2008,ES,FORD5,T,TOTAL,HES,38292
2009,ES,FORD5,T,TOTAL,HES,38699
2010,ES,FORD5,T,TOTAL,HES,39817
2011,ES,FORD5,T,TOTAL,HES,40974
2012,ES,FORD5,T,TOTAL,HES,39228
2013,ES,FORD5,T,TOTAL,HES,38295
2014,ES,FORD5,T,TOTAL,HES,39414
2015,ES,FORD5,T,TOTAL,HES,41161
2016,ES,FORD5,T,TOTAL,HES,41475
2017,ES,FORD5,T,TOTAL,HES,43177
2018,ES,FORD5,T,TOTAL,HES,44096
2019,ES,FORD5,T,TOTAL,HES,44950
2020,ES,FORD5,T,TOTAL,HES,45749
2021,ES,FORD5,T,TOTAL,HES,46517
2022,ES,FORD5,T,TOTAL,HES,47557
2002,HR,FORD5,T,TOTAL,HES,1844
2003,HR,FORD5,T,TOTAL,HES,2128
2004,HR,FORD5,T,TOTAL,HES,2080
2005,HR,FORD5,T,TOTAL,HES,1613
2006,HR,FORD5,T,TOTAL,HES,1534
2007,HR,FORD5,T,TOTAL,HES,1732
2008,HR,FORD5,T,TOTAL,HES,1598
2009,HR,FORD5,T,TOTAL,HES,1461
2010,HR,FORD5,T,TOTAL,HES,1786
2011,HR,FORD5,T,TOTAL,HES,1976
2012,HR,FORD5,T,TOTAL,HES,1485
2013,HR,FORD5,T,TOTAL,HES,1620
2014,HR,FORD5,T,TOTAL,HES,1663
2015,HR,FORD5,T,TOTAL,HES,1616
2016,HR,FORD5,T,TOTAL,HES,2026
2017,HR,FORD5,T,TOTAL,HES,2054
2018,HR,FORD5,T,TOTAL,HES,1892
2019,HR,FORD5,T,TOTAL,HES,2188
2020,HR,FORD5,T,TOTAL,HES,2414
2021,HR,FORD5,T,TOTAL,HES,2794
2022,HR,FORD5,T,TOTAL,HES,2816
2007,IT,FORD5,T,TOTAL,HES,30146
2008,IT,FORD5,T,TOTAL,HES,34285
2009,IT,FORD5,T,TOTAL,HES,37537
2010,IT,FORD5,T,TOTAL,HES,30762
2011,IT,FORD5,T,TOTAL,HES,31037
2012,IT,FORD5,T,TOTAL,HES,31992
2013,IT,FORD5,T,TOTAL,HES,31312
2014,IT,FORD5,T,TOTAL,HES,29610
2015,IT,FORD5,T,TOTAL,HES,30772
2016,IT,FORD5,T,TOTAL,HES,31162
2017,IT,FORD5,T,TOTAL,HES,29486
2018,IT,FORD5,T,TOTAL,HES,28296
2019,IT,FORD5,T,TOTAL,HES,29120
2020,IT,FORD5,T,TOTAL,HES,28811
2021,IT,FORD5,T,TOTAL,HES,29552
2022,IT,FORD5,T,TOTAL,HES,31501
2001,CY,FORD5,T,TOTAL,HES,150
2002,CY,FORD5,T,TOTAL,HES,171
2003,CY,FORD5,T,TOTAL,HES,204
2004,CY,FORD5,T,TOTAL,HES,239
2005,CY,FORD5,T,TOTAL,HES,287
2006,CY,FORD5,T,TOTAL,HES,302
2007,CY,FORD5,T,TOTAL,HES,329
2008,CY,FORD5,T,TOTAL,HES,331
2009,CY,FORD5,T,TOTAL,HES,372
2010,CY,FORD5,T,TOTAL,HES,380
2011,CY,FORD5,T,TOTAL,HES,457
2012,CY,FORD5,T,TOTAL,HES,435
2013,CY,FORD5,T,TOTAL,HES,585
2014,CY,FORD5,T,TOTAL,HES,520
2015,CY,FORD5,T,TOTAL,HES,518
2016,CY,FORD5,T,TOTAL,HES,535
2017,CY,FORD5,T,TOTAL,HES,555
2018,CY,FORD5,T,TOTAL,HES,569
2019,CY,FORD5,T,TOTAL,HES,605
2020,CY,FORD5,T,TOTAL,HES,615
2021,CY,FORD5,T,TOTAL,HES,625
2003,LV,FORD5,T,TOTAL,HES,848
2004,LV,FORD5,T,TOTAL,HES,968
2005,LV,FORD5,T,TOTAL,HES,1271
2006,LV,FORD5,T,TOTAL,HES,1438
2007,LV,FORD5,T,TOTAL,HES,1768
2008,LV,FORD5,T,TOTAL,HES,1822
2009,LV,FORD5,T,TOTAL,HES,1462
2010,LV,FORD5,T,TOTAL,HES,1406
2011,LV,FORD5,T,TOTAL,HES,1710
2012,LV,FORD5,T,TOTAL,HES,1707
2013,LV,FORD5,T,TOTAL,HES,1369
2014,LV,FORD5,T,TOTAL,HES,1472
2015,LV,FORD5,T,TOTAL,HES,1588
2016,LV,FORD5,T,TOTAL,HES,1343
2017,LV,FORD5,T,TOTAL,HES,1459
2018,LV,FORD5,T,TOTAL,HES,1695
2019,LV,FORD5,T,TOTAL,HES,1409
2020,LV,FORD5,T,TOTAL,HES,1501
2021,LV,FORD5,T,TOTAL,HES,1379
2022,LV,FORD5,T,TOTAL,HES,1387
2003,LT,FORD5,T,TOTAL,HES,2039
2004,LT,FORD5,T,TOTAL,HES,2198
2005,LT,FORD5,T,TOTAL,HES,2129
2006,LT,FORD5,T,TOTAL,HES,2189
2007,LT,FORD5,T,TOTAL,HES,2551
2008,LT,FORD5,T,TOTAL,HES,2616
2009,LT,FORD5,T,TOTAL,HES,2730
2010,LT,FORD5,T,TOTAL,HES,2855
2011,LT,FORD5,T,TOTAL,HES,4767
2012,LT,FORD5,T,TOTAL,HES,5188
2013,LT,FORD5,T,TOTAL,HES,4908
2015,LT,FORD5,T,TOTAL,HES,4261
2016,LT,FORD5,T,TOTAL,HES,3974
2017,LT,FORD5,T,TOTAL,HES,3879
2018,LT,FORD5,T,TOTAL,HES,3862
2019,LT,FORD5,T,TOTAL,HES,3294
2020,LT,FORD5,T,TOTAL,HES,3790
2021,LT,FORD5,T,TOTAL,HES,3656
2022,LT,FORD5,T,TOTAL,HES,3848
2010,LU,FORD5,T,TOTAL,HES,221
2011,LU,FORD5,T,TOTAL,HES,241
2012,LU,FORD5,T,TOTAL,HES,271
2013,LU,FORD5,T,TOTAL,HES,310
2014,LU,FORD5,T,TOTAL,HES,457
2015,LU,FORD5,T,TOTAL,HES,460
2017,LU,FORD5,T,TOTAL,HES,392
2019,LU,FORD5,T,TOTAL,HES,428
2021,LU,FORD5,T,TOTAL,HES,518
2000,HU,FORD5,T,TOTAL,HES,4431
2001,HU,FORD5,T,TOTAL,HES,5419
2002,HU,FORD5,T,TOTAL,HES,5103
2003,HU,FORD5,T,TOTAL,HES,4954
2004,HU,FORD5,T,TOTAL,HES,7194
2005,HU,FORD5,T,TOTAL,HES,7451
2006,HU,FORD5,T,TOTAL,HES,7481
2007,HU,FORD5,T,TOTAL,HES,6770
2008,HU,FORD5,T,TOTAL,HES,6478
2009,HU,FORD5,T,TOTAL,HES,5546
2010,HU,FORD5,T,TOTAL,HES,5291
2011,HU,FORD5,T,TOTAL,HES,5333
2012,HU,FORD5,T,TOTAL,HES,5009
2013,HU,FORD5,T,TOTAL,HES,4535
2014,HU,FORD5,T,TOTAL,HES,4291
2015,HU,FORD5,T,TOTAL,HES,4435
2016,HU,FORD5,T,TOTAL,HES,4718
2017,HU,FORD5,T,TOTAL,HES,5187
2018,HU,FORD5,T,TOTAL,HES,6871
2019,HU,FORD5,T,TOTAL,HES,7371
2020,HU,FORD5,T,TOTAL,HES,7493
2021,HU,FORD5,T,TOTAL,HES,7831
2022,HU,FORD5,T,TOTAL,HES,8327
2002,MT,FORD5,T,TOTAL,HES,230
2003,MT,FORD5,T,TOTAL,HES,248
2004,MT,FORD5,T,TOTAL,HES,242
2005,MT,FORD5,T,TOTAL,HES,254
2006,MT,FORD5,T,TOTAL,HES,255
2007,MT,FORD5,T,TOTAL,HES,250
2008,MT,FORD5,T,TOTAL,HES,266
2009,MT,FORD5,T,TOTAL,HES,238
2010,MT,FORD5,T,TOTAL,HES,258
2011,MT,FORD5,T,TOTAL,HES,275
2012,MT,FORD5,T,TOTAL,HES,303
2013,MT,FORD5,T,TOTAL,HES,332
2014,MT,FORD5,T,TOTAL,HES,345
2015,MT,FORD5,T,TOTAL,HES,382
2016,MT,FORD5,T,TOTAL,HES,376
2017,MT,FORD5,T,TOTAL,HES,399
2018,MT,FORD5,T,TOTAL,HES,408
2019,MT,FORD5,T,TOTAL,HES,441
2020,MT,FORD5,T,TOTAL,HES,447
2021,MT,FORD5,T,TOTAL,HES,472
2022,MT,FORD5,T,TOTAL,HES,524
2003,NL,FORD5,T,TOTAL,HES,6957
2005,NL,FORD5,T,TOTAL,HES,7160
2006,NL,FORD5,T,TOTAL,HES,7468
2007,NL,FORD5,T,TOTAL,HES,7431
2008,NL,FORD5,T,TOTAL,HES,7571
2009,NL,FORD5,T,TOTAL,HES,8217
2011,NL,FORD5,T,TOTAL,HES,7586
2012,NL,FORD5,T,TOTAL,HES,7899
2013,NL,FORD5,T,TOTAL,HES,7826
2014,NL,FORD5,T,TOTAL,HES,7992
2015,NL,FORD5,T,TOTAL,HES,7950
2016,NL,FORD5,T,TOTAL,HES,7687
2017,NL,FORD5,T,TOTAL,HES,8077
2018,NL,FORD5,T,TOTAL,HES,8326
2019,NL,FORD5,T,TOTAL,HES,8597
2020,NL,FORD5,T,TOTAL,HES,9089
2021,NL,FORD5,T,TOTAL,HES,9237
2022,NL,FORD5,T,TOTAL,HES,8913
2002,AT,FORD5,T,TOTAL,HES,3775
2004,AT,FORD5,T,TOTAL,HES,4577
2006,AT,FORD5,T,TOTAL,HES,5429
2007,AT,FORD5,T,TOTAL,HES,5953
2009,AT,FORD5,T,TOTAL,HES,6371
2011,AT,FORD5,T,TOTAL,HES,7480
2013,AT,FORD5,T,TOTAL,HES,7997
2015,AT,FORD5,T,TOTAL,HES,8583
2017,AT,FORD5,T,TOTAL,HES,8993
2019,AT,FORD5,T,TOTAL,HES,10487
2021,AT,FORD5,T,TOTAL,HES,10644
2000,PL,FORD5,T,TOTAL,HES,14632
2001,PL,FORD5,T,TOTAL,HES,14244
2002,PL,FORD5,T,TOTAL,HES,14608
2003,PL,FORD5,T,TOTAL,HES,18601
2004,PL,FORD5,T,TOTAL,HES,19860
2005,PL,FORD5,T,TOTAL,HES,19564
2006,PL,FORD5,T,TOTAL,HES,18706
2007,PL,FORD5,T,TOTAL,HES,16358
2008,PL,FORD5,T,TOTAL,HES,15063
2009,PL,FORD5,T,TOTAL,HES,19714
2010,PL,FORD5,T,TOTAL,HES,16535
2011,PL,FORD5,T,TOTAL,HES,17167
2012,PL,FORD5,T,TOTAL,HES,17121
2013,PL,FORD5,T,TOTAL,HES,18378
2014,PL,FORD5,T,TOTAL,HES,18131
2015,PL,FORD5,T,TOTAL,HES,17931
2016,PL,FORD5,T,TOTAL,HES,18675
2017,PL,FORD5,T,TOTAL,HES,25751
2018,PL,FORD5,T,TOTAL,HES,26498
2019,PL,FORD5,T,TOTAL,HES,25089
2020,PL,FORD5,T,TOTAL,HES,24524
2021,PL,FORD5,T,TOTAL,HES,25107
2022,PL,FORD5,T,TOTAL,HES,26340
2000,PT,FORD5,T,TOTAL,HES,4267
2001,PT,FORD5,T,TOTAL,HES,4460
2002,PT,FORD5,T,TOTAL,HES,5026
2003,PT,FORD5,T,TOTAL,HES,5593
2004,PT,FORD5,T,TOTAL,HES,4779
2005,PT,FORD5,T,TOTAL,HES,4743
2006,PT,FORD5,T,TOTAL,HES,5415
2007,PT,FORD5,T,TOTAL,HES,6087
2008,PT,FORD5,T,TOTAL,HES,13335
2009,PT,FORD5,T,TOTAL,HES,12773
2010,PT,FORD5,T,TOTAL,HES,12858
2011,PT,FORD5,T,TOTAL,HES,12345
2012,PT,FORD5,T,TOTAL,HES,12739
2013,PT,FORD5,T,TOTAL,HES,13328
2014,PT,FORD5,T,TOTAL,HES,13094
2015,PT,FORD5,T,TOTAL,HES,13476
2016,PT,FORD5,T,TOTAL,HES,14091
2017,PT,FORD5,T,TOTAL,HES,14091
2018,PT,FORD5,T,TOTAL,HES,14768
2019,PT,FORD5,T,TOTAL,HES,15056
2020,PT,FORD5,T,TOTAL,HES,14241
2021,PT,FORD5,T,TOTAL,HES,14291
2022,PT,FORD5,T,TOTAL,HES,14459
2002,RO,FORD5,T,TOTAL,HES,1430
2003,RO,FORD5,T,TOTAL,HES,1824
2004,RO,FORD5,T,TOTAL,HES,1534
2005,RO,FORD5,T,TOTAL,HES,1675
2006,RO,FORD5,T,TOTAL,HES,4193
2007,RO,FORD5,T,TOTAL,HES,2955
2008,RO,FORD5,T,TOTAL,HES,4748
2009,RO,FORD5,T,TOTAL,HES,4561
2010,RO,FORD5,T,TOTAL,HES,5056
2011,RO,FORD5,T,TOTAL,HES,4380
2012,RO,FORD5,T,TOTAL,HES,4248
2013,RO,FORD5,T,TOTAL,HES,2051
2014,RO,FORD5,T,TOTAL,HES,3778
2015,RO,FORD5,T,TOTAL,HES,3264
2016,RO,FORD5,T,TOTAL,HES,1926
2017,RO,FORD5,T,TOTAL,HES,818
2018,RO,FORD5,T,TOTAL,HES,1389
2019,RO,FORD5,T,TOTAL,HES,1246
2020,RO,FORD5,T,TOTAL,HES,2317
2021,RO,FORD5,T,TOTAL,HES,1481
2022,RO,FORD5,T,TOTAL,HES,1373
2002,SI,FORD5,T,TOTAL,HES,967
2003,SI,FORD5,T,TOTAL,HES,487
2004,SI,FORD5,T,TOTAL,HES,517
2005,SI,FORD5,T,TOTAL,HES,708
2006,SI,FORD5,T,TOTAL,HES,621
2007,SI,FORD5,T,TOTAL,HES,741
2008,SI,FORD5,T,TOTAL,HES,757
2009,SI,FORD5,T,TOTAL,HES,804
2010,SI,FORD5,T,TOTAL,HES,881
2011,SI,FORD5,T,TOTAL,HES,911
2012,SI,FORD5,T,TOTAL,HES,852
2013,SI,FORD5,T,TOTAL,HES,876
2015,SI,FORD5,T,TOTAL,HES,847
2016,SI,FORD5,T,TOTAL,HES,857
2017,SI,FORD5,T,TOTAL,HES,1009
2018,SI,FORD5,T,TOTAL,HES,1130
2019,SI,FORD5,T,TOTAL,HES,1143
2020,SI,FORD5,T,TOTAL,HES,1190
2021,SI,FORD5,T,TOTAL,HES,1167
2022,SI,FORD5,T,TOTAL,HES,1141
2000,SK,FORD5,T,TOTAL,HES,2524
2001,SK,FORD5,T,TOTAL,HES,2558
2002,SK,FORD5,T,TOTAL,HES,2054
2003,SK,FORD5,T,TOTAL,HES,2182
2004,SK,FORD5,T,TOTAL,HES,2906
2005,SK,FORD5,T,TOTAL,HES,2837
2006,SK,FORD5,T,TOTAL,HES,3592
2007,SK,FORD5,T,TOTAL,HES,3888
2008,SK,FORD5,T,TOTAL,HES,4079
2009,SK,FORD5,T,TOTAL,HES,4072
2010,SK,FORD5,T,TOTAL,HES,4344
2011,SK,FORD5,T,TOTAL,HES,4422
2012,SK,FORD5,T,TOTAL,HES,4139
2013,SK,FORD5,T,TOTAL,HES,4639
2014,SK,FORD5,T,TOTAL,HES,4227
2015,SK,FORD5,T,TOTAL,HES,4038
2016,SK,FORD5,T,TOTAL,HES,4524
2017,SK,FORD5,T,TOTAL,HES,4611
2018,SK,FORD5,T,TOTAL,HES,4571
2019,SK,FORD5,T,TOTAL,HES,4517
2020,SK,FORD5,T,TOTAL,HES,4412
2021,SK,FORD5,T,TOTAL,HES,4319
2022,SK,FORD5,T,TOTAL,HES,4208
2007,FI,FORD5,T,TOTAL,HES,6204
2011,FI,FORD5,T,TOTAL,HES,7140
2013,FI,FORD5,T,TOTAL,HES,6927
2015,FI,FORD5,T,TOTAL,HES,7098
2016,FI,FORD5,T,TOTAL,HES,7030
2017,FI,FORD5,T,TOTAL,HES,6990
2018,FI,FORD5,T,TOTAL,HES,7480
2019,FI,FORD5,T,TOTAL,HES,7832
2020,FI,FORD5,T,TOTAL,HES,7890
2021,FI,FORD5,T,TOTAL,HES,8360
2022,FI,FORD5,T,TOTAL,HES,8838
2001,SE,FORD5,T,TOTAL,HES,7918
2003,SE,FORD5,T,TOTAL,HES,7828
2013,SE,FORD5,T,TOTAL,HES,10492
2015,SE,FORD5,T,TOTAL,HES,12331
2017,SE,FORD5,T,TOTAL,HES,8412
2019,SE,FORD5,T,TOTAL,HES,8865
2021,SE,FORD5,T,TOTAL,HES,9991
2001,IS,FORD5,T,TOTAL,HES,220
2003,IS,FORD5,T,TOTAL,HES,265
2011,IS,FORD5,T,TOTAL,HES,484
2013,IS,FORD5,T,TOTAL,HES,646
2017,IS,FORD5,T,TOTAL,HES,737
2018,IS,FORD5,T,TOTAL,HES,717
2021,IS,FORD5,T,TOTAL,HES,854
2022,IS,FORD5,T,TOTAL,HES,830
2001,NO,FORD5,T,TOTAL,HES,5078
2003,NO,FORD5,T,TOTAL,HES,5334
2005,NO,FORD5,T,TOTAL,HES,5882
2007,NO,FORD5,T,TOTAL,HES,6581
2008,NO,FORD5,T,TOTAL,HES,6934
2009,NO,FORD5,T,TOTAL,HES,6889
2010,NO,FORD5,T,TOTAL,HES,7134
2011,NO,FORD5,T,TOTAL,HES,7364
2012,NO,FORD5,T,TOTAL,HES,7517
2013,NO,FORD5,T,TOTAL,HES,7944
2014,NO,FORD5,T,TOTAL,HES,8308
2015,NO,FORD5,T,TOTAL,HES,9115
2016,NO,FORD5,T,TOTAL,HES,15133
2017,NO,FORD5,T,TOTAL,HES,10361
2018,NO,FORD5,T,TOTAL,HES,10407
2019,NO,FORD5,T,TOTAL,HES,10972
2020,NO,FORD5,T,TOTAL,HES,11143
2021,NO,FORD5,T,TOTAL,HES,12147
2022,NO,FORD5,T,TOTAL,HES,12288
2012,CH,FORD5,T,TOTAL,HES,13477
