TIME,GEO,UNIT,INDIC_IL,SEX,AGE,VALUE
2011,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,17005
2012,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,16574
2013,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,16329
2014,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,16018
2015,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,16173
2016,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,17194
2017,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,17304
2018,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,17475
2019,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,18000
2020,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,18506
2021,Italy,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,17953
2005,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,16089
2006,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,17789
2007,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,19695
2008,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,20914
2009,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,20922
2010,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,19999
2011,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,20857
2012,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,20551
2013,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,18393
2014,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,16952
2015,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,16205
2016,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,17149
2017,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,18191
2018,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,18484
2019,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,19499
2020,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,19367
2021,Cyprus,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,19576
2005,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,4513
2006,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,5254
2007,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6555
2008,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,8444
2009,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,8339
2010,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6678
2011,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6720
2012,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6999
2013,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,7600
2014,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,8337
2015,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,9596
2016,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,10868
2017,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,11040
2018,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,12260
2019,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,13381
2020,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,13480
2021,Latvia,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,14775
2005,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,4405
2006,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,5259
2007,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6676
2008,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,7965
2009,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,8257
2010,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6403
2011,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6306
2012,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,7614
2013,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,8127
2014,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,8882
2015,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,9678
2016,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,11363
2017,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,11654
2018,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,12843
2019,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,13377
2020,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,14903
2021,Lithuania,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,16446
2000,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,25186
2001,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,26433
2003,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,26708
2004,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,27603
2005,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,29363
2006,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,27549
2007,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,28626
2008,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,28219
2009,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,27952
2010,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,28239
2011,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,27938
2012,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,28020
2013,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,29631
2014,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,30135
2015,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,30107
2016,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,29142
2017,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,31766
2018,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,28560
2019,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,30344
2020,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,29930
2021,Luxembourg,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,33614
2005,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,5638
2006,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6346
2007,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6706
2008,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6860
2009,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,7044
2010,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,6911
2011,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,7538
2012,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,8100
2013,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,7566
2014,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,8074
2015,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,8442
2016,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,9089
2017,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,9216
2018,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,9224
2019,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,10344
2020,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,10585
2021,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,10939
2005,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,13075
2006,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,13654
2007,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,13790
2008,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,15006
2009,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,15417
2010,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,15019
2011,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,15879
2012,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,16147
2013,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,17556
2014,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,17744
2015,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,18747
2016,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,19520
2017,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,20520
2018,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,20922
2019,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,21100
2020,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,20674
2021,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,22001
2000,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,14879
2001,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,15099
2005,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,17473
2006,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 25 to 49 years,18029
