GEO,UNIT,SEX,NACE_R2,ISCED11,VALUE
Poland,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),966
Portugal,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1228
Romania,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),731
Slovenia,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1520
Slovakia,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1140
Finland,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3181
Sweden,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3473
Iceland,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),5361
Norway,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4901
Switzerland,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),6170
United Kingdom,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3195
North Macedonia,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),572
Albania,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),330
